,east,north,depth,strike,dip,slip_m,rake,fault_name,point_index,htm_ind,zz_stress,xy_stress,xz_stress,yz_stress,xx_stress,yy_stress,tau_dd,tau_ss,sig_nn
77,171061.73510213013,3162329.342401416,-4519.0,19.76191691286552,55.0,0.1,-90.0,,77,30,81.81194044579806,-1.9303735988468396,-7.57063643124582,-16.13415314884797,78.25968082339405,69.74016819975816,-2.1204633206788372,11.17826683357798,81.16805644688569
83,200822.58458936267,3225269.1904621874,-4599.0,19.76191691286552,55.0,0.1,-90.0,,83,30,111.50058587330751,-2.6103559590475203,7.7405881072904315,-2.015709631848848,98.93378786203257,89.14093344172669,-2.925326436179766,0.4900767285970908,95.94580521848366
84,196461.835541148,3214824.632024359,-4723.0,19.76191691286552,55.0,0.1,-90.0,,84,30,110.82138981388007,-7.266089657274316,7.950340233267565,-4.889674974312453,100.62385068349747,96.2536805065624,0.2711023022714514,-2.3544662647363905,98.16190262118789
85,190081.1829525548,3200822.999717984,-5400.0,19.76191691286552,55.0,0.1,-90.0,,85,30,112.60712048564788,-7.724148889207622,0.9791758517410776,-4.941462693569274,93.94421762317006,95.16883022101733,-5.506711148093274,-2.722301594764636,101.04056510517371
86,184818.10029301106,3188610.056811573,-5405.0,19.76191691286552,55.0,0.1,-90.0,,86,30,111.83628804599098,-5.883563524292946,-2.851623980564301,2.6155226164589784,89.45268367328376,92.29377652158888,-9.82534249764106,-5.316960231217933,102.89990598747562
87,179839.19063763935,3183572.9128962588,-5452.0,19.76191691286552,55.0,0.1,-90.0,,87,30,113.11368811137282,-8.880245022378821,-4.096722208702742,-2.6957563991697873,87.35249561989684,82.24248133560798,-10.729894870220939,-2.0294864909408443,101.99424906369183
88,175432.27308145748,3179154.9825286823,-5785.0,19.76191691286552,55.0,0.1,-90.0,,88,30,110.85055443666567,-8.774395844736532,-1.7840989335228339,-9.175273943759933,84.15141547823188,76.10589625425837,-9.866229669810075,1.8516693695339264,94.72750826840948
89,170878.2495234948,3176221.411986811,-5784.0,19.76191691286552,55.0,0.1,-90.0,,89,30,108.71873848763384,-7.474045860345417,1.75595976915336,-14.471265856019869,86.81417985241403,76.3122581102067,-6.3823724305074805,5.485800761360573,90.25588159443558
90,171871.4291927492,3162038.442387021,-6019.0,19.76191691286552,55.0,0.1,-90.0,,90,30,84.74950021280165,-1.614010006931441,-10.495664989667866,-16.75339565213385,74.68267762906466,67.397224992593,-6.079507374250312,11.958027434970978,82.08384909176056
96,201632.2786799817,3224978.290447792,-6099.0,19.76191691286552,55.0,0.1,-90.0,,96,30,113.24668180828066,-2.847418247814673,4.872123481883902,-1.0518851150857844,96.02983132180456,88.66079123718184,-5.9438135170075626,-0.2554679330769408,97.70178743056795
97,197271.52963176704,3214533.7320099636,-6223.0,19.76191691286552,55.0,0.1,-90.0,,97,30,114.42541942980195,-6.207063001647802,5.061619504227589,-3.624858190546755,96.46065016533618,92.86965731357735,-4.729187727626325,-2.0109279664887585,99.11807709434368
98,190890.87704317388,3200532.099703588,-6900.0,19.76191691286552,55.0,0.1,-90.0,,98,30,114.61520663859764,-6.2625860579574315,-0.03150967808318477,-3.882424391705271,90.03449180312879,91.03808549068792,-9.183851495968348,-2.1168466140236193,99.66693334934936
99,185627.79438363007,3188319.156797178,-6905.0,19.76191691286552,55.0,0.1,-90.0,,99,30,115.16349899470083,-4.454583329703669,-3.5661389272103676,1.0720840187392051,85.59593141260338,86.16792600556845,-13.801360705486736,-2.850883797505203,100.76382251140959
100,180648.88472825845,3183282.012881864,-6952.0,19.76191691286552,55.0,0.1,-90.0,,100,30,114.54452304682651,-6.883861251550302,-4.310594243307876,-4.97158089184599,83.30564800238548,77.66562081656011,-13.734631871290524,0.6400585748230125,98.3223890943755
101,176241.96717207658,3178864.082514287,-7285.0,19.76191691286552,55.0,0.1,-90.0,,101,30,109.84983768716835,-6.871416594521192,-1.263775787749576,-9.689183471020868,80.21620364310436,73.49412467383223,-11.516005775657852,2.8856264091967363,90.42317897363685
102,171687.94361411387,3175930.511972416,-7284.0,19.76191691286552,55.0,0.1,-90.0,,102,30,109.62325105624971,-6.528700198787902,-0.3495720250223747,-14.175798433362477,81.07236730757492,72.41740393691757,-10.400476694095495,5.850551765064679,88.39453555498412
103,172681.12328336827,3161747.5423726263,-7519.0,19.76191691286552,55.0,0.1,-90.0,,103,30,87.67156474044877,-1.2096179077263882,-11.641383469253086,-17.665116018772764,71.11181401172455,64.99534594029707,-9.451661461525354,12.623182826720743,81.28962129058938
109,202441.97277060078,3224687.3904333967,-7599.0,19.76191691286552,55.0,0.1,-90.0,,109,30,115.08257135210744,-2.8286151977396696,2.869752950266231,-0.49905639023359677,93.47114383472483,87.69830860341868,-8.636921965828918,-0.5697322835054661,98.64972906271036
110,198081.2237223861,3214242.8319955682,-7723.0,19.76191691286552,55.0,0.1,-90.0,,110,30,116.74403848935836,-5.294357328423893,2.9554432964090274,-2.917772873896158,93.1494703696753,89.83220681970283,-8.392231257766646,-1.4787974618271083,99.37754278492632
