Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 25 to 31
Longitude range: 78 to 95
Start date: 1904-09-01 00:00:00
End date: 2013-10-01 00:00:00
Events found: 98


DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
  7485028,HRVD     ,2005-03-25,13:34:40.00, 25.5400,  94.9200, 83.0,TRUE    ,HRVD     ,16,7.498, 5.2,16, 0.100,-5.570, 5.470,-2.530, 3.870,-2.130,151.00,65.00, 176.00,243.00,86.00,  25.00,16, 7.742,21.00,110.00,-7.253,15.00, 15.00,-0.488,64.00,252.00
  7485471,HRVD     ,2005-03-26,20:32:13.40, 28.0800,  87.9500, 69.6,TRUE    ,HRVD     ,16,1.624, 4.7,16, 0.005,-0.909, 0.900,-0.217,-1.110,-0.733,109.00,62.00, 179.00,200.00,89.00,  28.00,16, 1.640,20.00, 68.00,-1.608,19.00,331.00,-0.031,62.00,202.00
  7490848,NEIC     ,2005-04-07,20:04:41.06, 30.4910,  83.6620, 11.0,        ,NEIC     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,170.00,45.00, -90.00,350.00,45.00, -90.00,  ,      , 0.00, 80.00,      ,90.00,  0.00,      , 0.00,  0.00
  7490848,NEIC     ,2005-04-07,20:04:41.06, 30.4910,  83.6620, 11.0,        ,NEIC     ,18,2.400, 6.2,18,-2.380,-0.030, 2.410, 0.160,-0.390, 0.080,175.00,46.00, -84.00,347.00,44.00, -96.00,18, 2.470, 1.00,261.00,-2.400,86.00,162.00,-0.080, 4.00,351.00
  7490848,HRVD     ,2005-04-07,20:04:41.10, 30.2400,  83.7700, 12.0,TRUE    ,HRVD     ,18,3.350, 6.3,18,-2.960,-0.637, 3.590, 0.027,-0.755,-0.249,170.00,43.00, -91.00,351.00,47.00, -89.00,18, 3.730, 2.00, 80.00,-2.969,88.00,271.00,-0.768, 0.00,170.00
  7490875,HRVD     ,2005-04-07,21:41:36.60, 30.5400,  83.7200, 19.1,TRUE    ,HRVD     ,17,1.748, 5.4,17,-1.490, 0.175, 1.310, 0.964,-0.113,-0.559,189.00,34.00, -54.00,328.00,63.00,-112.00,17, 1.499,15.00, 74.00,-1.996,65.00,199.00, 0.492,19.00,338.00
  7491074,HRVD     ,2005-04-08,19:51:35.50, 30.2500,  83.7600, 19.6,TRUE    ,HRVD     ,16,4.469, 5.0,16,-3.840,-1.150, 4.990, 0.204,-0.754,-0.071,177.00,45.00, -84.00,349.00,46.00, -96.00,16, 5.082, 1.00, 83.00,-3.855,86.00,181.00,-1.227, 4.00,353.00
  7141165,NEIC     ,2005-06-01,20:06:41.45, 28.8810,  94.6260, 25.8,        ,NEIC     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 95.00,85.00,  90.00,275.00, 5.00,  90.00,  ,      ,50.00,  5.00,      ,40.00,185.00,      , 0.00,  0.00
  7141165,NEIC     ,2005-06-01,20:06:41.45, 28.8810,  94.6260, 25.8,        ,NEIC     ,17,4.100, 5.7,17, 0.330,-0.190,-0.130, 4.050,-0.560, 0.000, 89.00,88.00,  98.00,193.00, 8.00,  14.00,17, 4.150,46.00,  7.00,-4.030,43.00,172.00,-0.120, 8.00,269.00
  7141165,HRVD     ,2005-06-01,20:06:41.50, 28.8100,  94.7200, 19.0,TRUE    ,HRVD     ,17,6.954, 5.8,17, 0.419,-0.885, 0.460, 6.890,-0.566,-0.317, 93.00,87.00,  95.00,209.00, 6.00,  26.00,17, 6.748,47.00,  8.00,-7.159,42.00,178.00, 0.412, 5.00,273.00
  7704989,HRVD     ,2005-10-31,05:51:16.40, 29.3900,  81.2800, 47.0,TRUE    ,HRVD     ,16,1.453, 4.7,16, 0.235, 0.134,-0.360, 0.837, 1.130,-0.352,  8.00,52.00, 176.00,100.00,87.00,  39.00,16, 1.277,28.00,331.00,-1.630,24.00,227.00, 0.353,51.00,103.00
  7705025,HRVD     ,2005-10-31,21:47:56.10, 28.3800,  84.8800, 22.5,TRUE    ,HRVD     ,16,1.514, 4.7,16, 1.590,-1.180,-0.410,-0.218, 0.474,-0.056,120.00,42.00,  97.00,291.00,48.00,  84.00,16, 1.611,84.00,151.00,-1.416, 3.00, 25.00,-0.198, 5.00,295.00
  7996742,HRVD     ,2005-12-14,07:09:54.20, 30.1200,  78.8300, 34.2,TRUE    ,HRVD     ,16,5.685, 5.1,16, 3.250,-3.750, 0.500, 3.490, 2.620,-1.770,117.00,67.00,  92.00,293.00,23.00,  86.00,16, 4.813,68.00, 30.00,-6.558,22.00,206.00, 1.752, 1.00,296.00
  8079722,HRVD     ,2006-02-01,22:24:15.90, 30.0600,  80.3100, 30.7,TRUE    ,HRVD     ,16,1.581, 4.7,16,-0.972,-0.711, 1.680,-0.546, 0.380,-0.057, 41.00,59.00, -43.00,156.00,54.00,-141.00,16, 1.746, 3.00, 99.00,-1.415,51.00,  6.00,-0.334,39.00,192.00
  8079775,HRVD     ,2006-02-03,01:57:47.20, 26.9400,  86.7000, 30.9,TRUE    ,HRVD     ,16,1.618, 4.7,16, 1.430,-1.320,-0.110, 0.826, 0.175,-0.103, 98.00,60.00,  90.00,279.00,30.00,  91.00,16, 1.661,75.00,  6.00,-1.575,15.00,188.00,-0.087, 0.00, 98.00
  8083798,HRVD     ,2006-02-14,00:55:25.10, 27.2200,  88.6400, 19.2,TRUE    ,HRVD     ,17,1.117, 5.3,17, 0.615,-0.978, 0.360, 0.699,-0.166, 0.280, 68.00,68.00,  73.00,287.00,27.00, 126.00,17, 0.952,63.00,311.00,-1.281,21.00,170.00, 0.329,16.00, 74.00
  8096195,HRVD     ,2006-02-23,20:04:53.50, 26.9100,  91.9400, 12.0,TRUE    ,HRVD     ,17,1.878, 5.4,17, 0.211,-1.840, 1.630, 0.706, 0.298, 0.121,229.00,84.00, -18.00,321.00,73.00,-173.00,17, 1.680, 8.00,276.00,-2.076,17.00,184.00, 0.397,71.00, 30.00
  8096195,NEIC     ,2006-02-23,20:04:53.55, 26.9120,  91.7050, 10.0,        ,NEIC     ,17,5.400, 5.8,17, 0.630,-5.690, 5.070, 0.550,-0.070, 0.100,225.00,87.00,  -4.00,315.00,86.00,-177.00,17, 5.080, 1.00,270.00,-5.730, 5.00,180.00, 0.660,85.00, 14.00
 12659257,GCMT     ,2007-05-20,14:18:21.30, 27.2300,  88.5600, 13.6,TRUE    ,GCMT     ,16,2.471, 4.9,16, 0.506,-1.960, 1.450, 1.660,-1.120, 0.231,204.00,58.00,  -4.00,296.00,86.00,-148.00,16, 1.876,19.00, 65.00,-3.066,25.00,165.00, 1.186,57.00,302.00
 13392603,GCMT     ,2008-08-25,19:13:56.70, 30.4100,  83.4800, 19.2,TRUE    ,GCMT     ,16,5.500, 5.1,16,-4.950,-0.380, 5.330,-1.270,-0.690,-1.370,  8.00,54.00, -71.00,158.00,41.00,-114.00,16, 5.560, 7.00, 85.00,-5.490,73.00,332.00,-0.070,15.00,177.00
 13392607,GCMT     ,2008-08-25,20:40:49.20, 30.8500,  83.7200, 23.7,TRUE    ,GCMT     ,16,3.600, 5.0,16,-1.110,-2.680, 3.790, 1.240, 0.380,-0.340,225.00,68.00, -19.00,322.00,72.00,-156.00,16, 3.830, 3.00, 93.00,-3.400,29.00,185.00,-0.430,61.00,357.00
 13392887,GCMT     ,2008-08-29,09:43:20.20, 30.5800,  83.5200, 17.9,TRUE    ,GCMT     ,16,2.600, 4.9,16,-2.050,-0.970, 3.020, 0.080,-0.670,-0.530,171.00,39.00, -90.00,351.00,51.00, -90.00,16, 3.180, 6.00, 81.00,-2.100,84.00,263.00,-1.080, 0.00,171.00
 13393006,GCMT     ,2008-08-30,21:31:17.20, 30.7300,  83.6700, 22.2,TRUE    ,GCMT     ,16,4.600, 5.0,16, 0.050,-3.710, 3.660, 1.980,-1.940, 0.380,209.00,74.00, -15.00,303.00,76.00,-163.00,16, 4.140, 2.00, 76.00,-4.990,22.00,166.00, 0.850,68.00,341.00
 13393413,GCMT     ,2008-09-04,12:53:14.50, 30.0800,  80.2400, 22.9,TRUE    ,GCMT     ,16,3.800, 5.0,16,-1.230,-2.280, 3.520, 1.620, 1.520, 0.560,234.00,75.00, -32.00,333.00,59.00,-163.00,16, 4.070,11.00,286.00,-3.580,33.00,189.00,-0.480,55.00, 32.00
 13393942,GCMT     ,2008-09-10,01:14:38.30, 30.7900,  83.7100, 20.3,TRUE    ,GCMT     ,17,1.200, 5.3,17,-0.230,-0.810, 1.030, 0.280,-0.660, 0.050,206.00,77.00, -12.00,298.00,79.00,-166.00,17, 1.250, 1.00, 72.00,-1.110,18.00,162.00,-0.140,72.00,338.00
 13393944,GCMT     ,2008-09-10,01:28:12.10, 30.6900,  83.6400, 19.6,TRUE    ,GCMT     ,17,1.600, 5.4,17,-0.120,-1.340, 1.460, 0.840,-0.060, 0.100,221.00,74.00, -23.00,317.00,68.00,-163.00,17, 1.470, 4.00,270.00,-1.780,27.00,178.00, 0.310,63.00,  7.00
 13395135,NEIC     ,2008-09-25,01:47:11.19, 30.8360,  83.4870,  4.0,        ,NEIC     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,100.00,85.00, 150.00,193.00,60.00,   6.00,  ,      ,24.00, 52.00,      ,17.00,150.00,      , 0.00,  0.00
 13395135,NEIC     ,2008-09-25,01:47:11.19, 30.8360,  83.4870,  4.0,        ,NEIC     ,17,5.500, 5.8,17,-0.600,-3.940, 4.540, 1.360,-3.180,-0.430,206.00,75.00,  -5.00,297.00,86.00,-165.00,17, 5.710, 7.00, 70.00,-5.290,14.00,162.00,-0.420,73.00,312.00
 13395135,GCMT     ,2008-09-25,01:47:17.90, 30.6600,  83.6900, 21.2,TRUE    ,GCMT     ,18,1.100, 6.0,18,-0.270,-0.770, 1.040, 0.260,-0.530, 0.040,208.00,75.00, -13.00,302.00,77.00,-165.00,18, 1.180, 1.00, 75.00,-1.010,20.00,165.00,-0.180,70.00,341.00
 13395135,NEIC     ,2008-09-25,01:47:27.30, 30.9500,  83.3600, 10.0,TRUE    ,NEIC     ,17,8.300, 5.9,17,-2.200,-5.350, 7.550,-0.930,-3.000, 5.290, 33.00,79.00,  22.00,299.00,69.00, 169.00,17,10.500,22.00,257.00,-6.000, 7.00,164.00,-4.400,65.00, 57.00
 13395203,GCMT     ,2008-09-25,20:17:30.20, 30.7200,  83.7100, 23.2,TRUE    ,GCMT     ,16,2.700, 4.9,16,-0.760,-1.560, 2.320, 1.050,-1.490,-0.400,204.00,62.00, -12.00,300.00,79.00,-152.00,16, 2.970,11.00, 69.00,-2.520,27.00,165.00,-0.450,60.00,319.00
 13396168,NEIC     ,2008-10-06,08:30:45.57, 29.8070,  90.3500, 12.0,        ,NEIC     ,18,1.900, 6.1,18,-1.660,-0.080, 1.740,-0.360, 0.710, 0.270, 35.00,45.00, -67.00,184.00,49.00,-111.00,18, 1.990, 2.00,288.00,-1.790,73.00, 26.00,-0.200,16.00,197.00
 13396168,GCMT     ,2008-10-06,08:30:52.30, 29.6600,  90.5000, 12.0,TRUE    ,GCMT     ,18,3.700, 6.3,18,-2.760,-0.650, 3.410,-0.680, 1.830, 0.590, 44.00,48.00, -55.00,178.00,53.00,-122.00,18, 4.130, 3.00,291.00,-3.170,65.00, 26.00,-0.960,25.00,199.00
 13396168,NEIC     ,2008-10-06,08:30:58.50, 29.9500,  90.2300, 10.0,TRUE    ,NEIC     ,18,3.400, 6.3,18,-2.860,-0.110, 2.970,-1.080, 1.300, 0.220, 40.00,50.00, -60.00,180.00,48.00,-119.00,18, 3.450, 1.00,110.00,-3.300,68.00, 16.00,-0.150,21.00,201.00
 13396198,GCMT     ,2008-10-06,12:10:38.00, 29.5600,  90.5300, 13.6,TRUE    ,GCMT     ,16,8.300, 5.2,16,-6.640,-1.510, 8.150,-2.450, 2.440,-0.980, 33.00,54.00, -64.00,173.00,43.00,-121.00,16, 8.880, 6.00,105.00,-7.620,68.00,360.00,-1.260,21.00,197.00
 13396405,NEIC     ,2008-10-08,14:07:16.29, 29.7570,  90.3280,  9.0,        ,NEIC     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 30.00,30.00, -90.00,210.00,60.00, -90.00,  ,      ,15.00,300.00,      ,75.00,120.00,      , 0.00,  0.00
 13396405,NEIC     ,2008-10-08,14:07:16.29, 29.7570,  90.3280,  9.0,        ,NEIC     ,17,1.400, 5.4,17,-1.630, 0.670, 0.960,-0.080, 0.260, 0.060, 33.00,45.00, -86.00,208.00,45.00, -94.00,17, 1.120, 0.00,300.00,-1.640,87.00, 35.00, 0.520, 2.00,210.00
 13396405,GCMT     ,2008-10-08,14:07:22.40, 29.7600,  90.5700, 14.7,TRUE    ,GCMT     ,17,1.900, 5.5,17,-0.840,-0.440, 1.280,-0.490, 1.430, 0.490, 69.00,62.00, -25.00,171.00,68.00,-150.00,17, 2.100, 4.00,299.00,-1.750,37.00, 32.00,-0.350,53.00,204.00
 12076333,GCMT     ,2008-12-08,08:59:12.50, 29.6500,  82.0100, 19.5,TRUE    ,GCMT     ,16,9.900, 5.3,16,-2.610,-6.770, 9.370, 3.860, 2.570,-2.440,230.00,62.00, -17.00,328.00,75.00,-151.00,16,10.100, 9.00, 97.00,-9.700,31.00,192.00,-0.400,57.00,353.00
 11682850,GCMT     ,2009-02-18,10:11:42.80, 30.4300,  83.9500, 20.0,TRUE    ,GCMT     ,16,5.000, 5.1,16, 0.260,-3.700, 3.440, 1.610,-2.970,-0.910,115.00,87.00, 158.00,206.00,68.00,   3.00,16, 4.950,17.00, 68.00,-5.060,13.00,162.00, 0.110,68.00,288.00
 12938999,GCMT     ,2009-06-06,09:44:42.40, 30.9900,  86.4300, 31.9,TRUE    ,GCMT     ,16,3.200, 4.9,16,-0.500,-2.780, 3.280, 0.780,-0.600,-0.170,218.00,76.00,  -9.00,311.00,81.00,-166.00,16, 3.360, 4.00, 84.00,-3.070,17.00,175.00,-0.290,73.00,342.00
 13788745,NEIC     ,2009-09-21,08:53:05.91, 27.3320,  91.4370, 14.0,        ,NEIC     ,18,1.600, 6.1,18,-0.020, 0.050,-0.030, 1.620, 0.100,-0.160, 12.00, 4.00,-173.00,276.00,90.00, -86.00,18, 1.640,44.00,  1.00,-1.620,45.00,189.00,-0.010, 3.00, 95.00
 13788745,NEIC     ,2009-09-21,08:53:06.00, 27.3100,  91.4100, 15.0,TRUE    ,USGS     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 89.00,86.00,  88.00,295.00, 3.00, 116.00,16, 2.930,48.00,357.00,-2.440,41.00,181.00,-0.490, 1.00, 89.00
 13788745,GCMT     ,2009-09-21,08:53:10.40, 27.2000,  91.6300, 12.0,TRUE    ,GCMT     ,18,1.900, 6.1,18, 0.330,-0.450, 0.120, 1.800, 0.080,-0.220, 97.00,84.00,  90.00,281.00, 6.00,  94.00,18, 1.790,51.00,  6.00,-1.920,39.00,187.00, 0.130, 0.00, 97.00
 13788745,NEIC     ,2009-09-21,08:53:24.70, 26.9600,  90.9100, 22.0,TRUE    ,NEIC     ,18,1.900, 6.1,18, 0.480,-0.470,-0.010, 1.780, 0.040,-0.350,101.00,83.00,  91.00,271.00, 7.00,  80.00,18, 1.880,52.00, 12.00,-1.870,37.00,189.00,-0.010, 1.00,280.00
 16105857,GCMT     ,2009-09-29,06:01:18.80, 30.5600,  83.5500, 21.1,TRUE    ,GCMT     ,16,4.000, 5.0,16,-2.380,-2.460, 4.840,-0.690,-0.160, 0.640, 36.00,56.00, -31.00,144.00,65.00,-142.00,16, 4.900, 5.00,268.00,-3.130,44.00,  3.00,-1.780,45.00,173.00
 13911850,GCMT     ,2009-10-29,17:00:40.20, 27.2000,  91.6200, 15.1,TRUE    ,GCMT     ,16,6.000, 5.1,16, 1.200,-1.560, 0.360, 5.780, 0.420,-0.570, 96.00,83.00,  88.00,293.00, 7.00, 107.00,16, 5.770,52.00,  3.00,-6.190,38.00,188.00, 0.430, 2.00, 96.00
 13921043,NEIC     ,2009-11-07,20:08:46.29, 29.4900,  86.0080,  5.7,        ,NEIC     ,17,1.500, 5.4,17,-1.510, 0.370, 1.140, 0.440, 0.210,-0.360,206.00,41.00, -68.00,358.00,52.00,-108.00,17, 1.220, 5.00,101.00,-1.670,74.00,212.00, 0.450,14.00,  9.00
 13921043,GCMT     ,2009-11-07,20:08:54.50, 29.3100,  86.2800, 18.8,TRUE    ,GCMT     ,17,2.500, 5.5,17,-2.090,-0.750, 2.830,-0.030,-0.070,-0.150,  0.00,47.00, -88.00,178.00,43.00, -92.00,17, 2.840, 2.00, 89.00,-2.100,88.00,304.00,-0.750, 1.00,179.00
 13921043,NEIC     ,2009-11-07,20:08:57.10, 29.6200,  86.1400, 10.0,TRUE    ,NEIC     ,17,1.800, 5.4,17,-1.570,-0.310, 1.880, 0.230, 0.180, 0.130,194.00,48.00, -76.00,355.00,43.00,-103.00,17, 1.900, 2.00,274.00,-1.610,79.00,170.00,-0.290, 9.00,  5.00
 13946918,GCMT     ,2009-11-20,07:17:01.80, 30.6000,  83.7100, 18.9,TRUE    ,GCMT     ,16,4.600, 5.0,16,-3.230, 0.890, 2.340,-1.230,-2.630,-2.140,115.00,46.00,-136.00,351.00,60.00, -53.00,16, 4.480, 8.00, 56.00,-4.750,58.00,313.00, 0.280,31.00,151.00
 14212626,GCMT     ,2010-01-01,02:22:23.80, 30.4300,  83.9100, 16.4,TRUE    ,GCMT     ,16,7.634, 5.2,16, 0.499,-5.780, 5.280, 1.680,-4.470,-2.190,114.00,81.00, 161.00,207.00,71.00,  10.00,16, 7.809,20.00, 69.00,-7.458, 7.00,162.00,-0.352,69.00,269.00
 14335107,GCMT     ,2010-02-26,04:42:29.60, 28.4100,  86.7700, 84.5,TRUE    ,GCMT     ,16,6.068, 5.1,16,-0.876,-2.260, 3.140,-2.420,-4.730,-0.887, 12.00,69.00, -16.00,108.00,75.00,-158.00,16, 5.919, 4.00,239.00,-6.216,25.00,331.00, 0.302,64.00,140.00
 14409376,GCMT     ,2010-03-15,20:17:18.50, 30.5300,  82.0000, 22.5,TRUE    ,GCMT     ,16,2.965, 4.9,16,-0.283,-1.900, 2.180, 1.090,-1.760, 0.574,202.00,76.00, -19.00,297.00,71.00,-165.00,16, 2.843, 3.00,250.00,-3.087,24.00,159.00, 0.241,66.00,348.00
 14883226,GCMT     ,2010-07-06,19:08:25.90, 29.5500,  80.3300, 14.1,TRUE    ,GCMT     ,16,3.726, 5.0,16, 2.020,-1.700,-0.310, 2.980, 1.010, 0.841, 85.00,74.00,  71.00,318.00,25.00, 140.00,16, 4.021,56.00,330.00,-3.431,27.00,190.00,-0.589,19.00, 91.00
 15678238,GCMT     ,2010-11-30,08:39:57.00, 29.7800,  90.5300, 20.8,TRUE    ,GCMT     ,17,1.149, 5.3,17,-0.963,-0.197, 1.160, 0.401,-0.070, 0.016,199.00,49.00, -59.00,336.00,50.00,-121.00,17, 1.164, 0.00, 87.00,-1.135,67.00,177.00,-0.028,23.00,357.00
 15895688,GCMT     ,2010-12-29,18:30:59.40, 30.9200,  86.7300, 27.0,TRUE    ,GCMT     ,16,5.359, 5.1,16,-3.160,-3.370, 6.530, 0.084,-0.676,-2.220,  9.00,59.00, -73.00,158.00,35.00,-116.00,16, 7.059,12.00, 86.00,-3.660,71.00,318.00,-3.398,15.00,179.00
601129074,GCMT     ,2011-04-04,11:31:42.30, 29.4300,  80.7100, 18.8,TRUE    ,GCMT     ,17,1.562, 5.4,17, 1.070,-0.968,-0.090, 1.020, 0.588, 0.091, 96.00,67.00,  70.00,318.00,30.00, 128.00,17, 1.554,63.00,334.00,-1.570,19.00,201.00, 0.021,18.00,104.00
601129074,NEIC     ,2011-04-04,11:31:43.05, 29.6980,  80.7540, 26.1,        ,NEIC     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 98.00,46.00,  69.00,307.00,48.00, 111.00,17, 1.040,75.00,290.00,-0.970, 1.00, 23.00,-0.070,15.00,113.00
 17238846,NEIC     ,2011-09-18,12:40:48.00, 27.5300,  87.9700, 60.0,TRUE    ,NEIC     ,19,2.500, 6.9,19,-0.540,-2.010, 2.550, 0.440,-0.630,-0.390,217.00,75.00,  -4.00,308.00,86.00,-164.00,19, 2.690, 7.00, 81.00,-2.190,13.00,173.00,-0.510,74.00,321.00
 17238846,GCMT     ,2011-09-18,12:40:51.80, 27.4400,  88.3500, 46.0,TRUE    ,GCMT     ,19,2.779, 6.9,19,-0.409,-2.320, 2.730, 0.899,-0.635,-0.123,216.00,72.00, -12.00,310.00,79.00,-162.00,19, 2.826, 4.00, 82.00,-2.731,21.00,174.00,-0.094,69.00,341.00
 17238846,NEIC     ,2011-09-18,12:40:51.83, 27.7300,  88.1550, 50.0,        ,NEIC     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,219.00,75.00,  -5.00,310.00,85.00,-165.00,  ,      , 7.00, 83.00,      ,14.00,175.00,      , 0.00,  0.00
 17238846,NEIC     ,2011-09-18,12:41:18.10, 28.0500,  88.1600, 35.0,TRUE    ,NEIC     ,19,2.700, 6.9,19,-0.450,-2.360, 2.810, 0.320,-0.510,-0.450,130.00,90.00, 168.00,220.00,78.00,   0.00,19, 2.930, 8.00, 84.00,-2.450, 8.00,175.00,-0.480,78.00,309.00
601002723,GCMT     ,2012-05-11,12:41:35.30, 26.1800,  93.0300, 46.1,TRUE    ,GCMT     ,17,1.496, 5.4,17, 0.072,-1.110, 1.040, 0.073, 1.010, 0.234, 67.00,83.00,   7.00,336.00,84.00, 173.00,17, 1.482,10.00,292.00,-1.510, 1.00, 22.00, 0.030,80.00,116.00
601002723,NEIC     ,2012-05-11,12:41:35.30, 26.1750,  92.8890, 43.3,        ,NEIC     ,17,1.500, 5.4,17, 0.050,-0.930, 0.880, 0.160, 1.120, 0.130, 71.00,87.00,   8.00,340.00,82.00, 177.00,17, 1.440, 7.00,296.00,-1.470, 4.00,205.00, 0.030,82.00, 90.00
601036816,GCMT     ,2012-05-27,20:50:22.60, 30.6700,  83.5700, 20.3,TRUE    ,GCMT     ,16,2.367, 4.8,16,-0.988,-1.370, 2.360, 0.825,-0.467,-0.905,214.00,50.00, -20.00,317.00,75.00,-138.00,16, 2.698,16.00, 80.00,-2.036,40.00,184.00,-0.660,46.00,334.00
601224672,NEIC     ,2012-07-01,04:13:52.09, 25.5920,  94.6960, 58.0,        ,NEIC     ,17,3.300, 5.6,17, 0.140,-2.060, 1.920,-0.270, 2.560,-0.480,161.00,83.00, 173.00,252.00,83.00,   7.00,17, 3.270,10.00,116.00,-3.310, 0.00, 26.00, 0.040,80.00,294.00
601224672,GCMT     ,2012-07-01,04:13:52.10, 25.6000,  94.7300, 49.6,TRUE    ,GCMT     ,17,3.188, 5.6,17,-0.055,-2.810, 2.860,-0.402, 1.280,-0.586,147.00,78.00, 176.00,238.00,86.00,  12.00,17, 3.266,11.00,103.00,-3.110, 5.00, 12.00,-0.161,78.00,257.00
601237316,GCMT     ,2012-07-03,19:11:40.90, 29.8400,  88.3000, 21.6,TRUE    ,GCMT     ,16,2.407, 4.9,16,-2.310,-0.087, 2.400, 0.196,-0.226,-0.400,179.00,40.00, -84.00,351.00,50.00, -95.00,16, 2.457, 5.00, 85.00,-2.357,84.00,226.00,-0.096, 4.00,354.00
601273351,NEIC     ,2012-07-14,19:55:17.95, 25.4240,  94.4800, 52.1,        ,NEIC     ,16,6.800, 5.2,16, 0.020,-5.310, 5.290,-0.550, 3.020,-2.840,148.00,76.00, 163.00,242.00,73.00,  14.00,16, 7.240,22.00,105.00,-6.120, 2.00,195.00,-1.120,68.00,290.00
601273351,GCMT     ,2012-07-14,19:55:18.00, 25.4000,  94.4500, 41.1,TRUE    ,GCMT     ,17,1.142, 5.3,17, 0.114,-0.702, 0.580,-0.053, 0.819,-0.455,159.00,80.00, 158.00,253.00,69.00,  11.00,17, 1.165,23.00,114.00,-1.119, 7.00,207.00,-0.046,66.00,315.00
601456942,GCMT     ,2012-07-22,16:44:20.40, 29.9300,  88.3200, 24.8,TRUE    ,GCMT     ,16,3.741, 5.0,16,-2.630,-0.108, 2.740, 1.940, 0.018,-1.830,200.00,31.00, -47.00,332.00,68.00,-112.00,16, 3.407,20.00, 79.00,-4.075,61.00,209.00, 0.670,21.00,341.00
601614687,GCMT     ,2012-08-23,16:30:22.80, 28.0500,  82.6500, 28.9,TRUE    ,GCMT     ,16,3.557, 5.0,16, 2.230,-1.830,-0.400, 2.450, 1.200,-1.010,114.00,69.00,  85.00,307.00,21.00, 102.00,16, 3.429,66.00, 16.00,-3.686,24.00,207.00, 0.256, 4.00,116.00
601777961,GCMT     ,2012-10-02,18:37:38.70, 26.7800,  92.9500, 35.5,TRUE    ,GCMT     ,16,2.518, 4.9,16, 1.680,-1.810, 0.120, 0.371, 1.520, 0.941, 89.00,53.00,  44.00,329.00,56.00, 134.00,16, 2.389,55.00,297.00,-2.648, 2.00, 29.00, 0.256,35.00,121.00
603157284,GCMT     ,2013-06-28,11:40:50.40, 28.4900,  82.1800, 18.2,TRUE    ,GCMT     ,16,3.845, 5.0,16, 2.780,-2.740,-0.040, 2.300, 1.220,-0.723,109.00,64.00,  88.00,294.00,26.00,  95.00,16, 3.633,70.00, 13.00,-4.057,19.00,200.00, 0.421, 2.00,110.00

STOP
