iter,txx,tyy,txy,likelihood,rel_likelihood,s1,s3,theta
2.0,0.8541661424092074,0.3737711032368465,0.3648146665281048,157.75937438294605,0.08063367653259855,1.0507575756702412,0.17717966997581278,241.68064764728294
7.0,0.15123825638858096,0.1453951250143201,0.026907351705330127,1527.548469613881,0.7807577183193155,0.17538218759063678,0.12125119381226428,228.09841303896698
28.0,-0.12472441966142793,0.9993073990028781,0.08917821537420327,834.6958363877603,0.42662817558481114,1.0063386199154658,-0.13175564057401534,4.508136809052843
32.0,-0.23546807457955293,1.9463242839522472,0.4650352393386003,1035.5749223655073,0.5293011185034076,2.0413084729207016,-0.3304522635480073,11.543969051129608
33.0,-0.07691413205506215,1.1420208336871787,-0.1980888635671381,380.1507465324816,0.19430193894607378,1.173404199724429,-0.1082974980923127,350.99741193581195
41.0,0.1963726939521349,1.6086245882364079,1.3402417016213248,943.486684769437,0.48223315064525596,2.417378726114932,-0.612381443926389,31.108420035840375
45.0,0.22596413123445988,0.16573885641895628,-0.010200771594134208,650.2775614611337,0.33236865164021734,0.22764499430662422,0.16405799334679194,279.35700391381533
52.0,-0.22860434660737522,0.9365133943451895,2.4804416392507918,673.8647774417152,0.34442450538026836,2.901888110778063,-2.1939790630402483,38.39149963690925
58.0,-0.7220084779499722,1.1510501361651841,0.6044175375904758,1717.0965083048252,0.8776391575299813,1.3291542678329487,-0.9001126096177363,16.418700036919716
62.0,0.14849724443655302,0.37200978243997596,-0.04398874520613716,614.0022886136721,0.3138277019923455,0.38035544250684084,0.14015158436968814,349.2573725627848
63.0,2.7417255097915207,2.3517700632678813,-0.21528926043617916,72.33231889334252,0.03697035962085456,2.8372056633853986,2.2562899096740034,293.91714539711734
64.0,1.7308420314313777,0.19994361275348807,1.8287079714885088,94.77351277445774,0.048440460687703024,2.947837105562521,-1.0170514613776558,236.35645365601084
66.0,-1.4660056303002271,2.0938853557422483,0.9008701697225453,1548.4319419575168,0.7914316396658001,2.308876709045361,-1.68099698360334,13.422495285973852
70.0,-0.4745294071429561,1.8166052477644863,0.7150084023610683,1486.058644471911,0.7595515164503168,2.021431017588883,-0.6793551769673529,15.985220274327773
77.0,0.10164471199696906,2.013065961984327,-0.3753362500547733,275.4873424521105,0.1408065755014175,2.0841270250162713,0.030583648965024787,349.2792869326794
79.0,-1.7960045006440613,1.952487966887163,0.7106930485676917,1368.6329436221622,0.6995331117376529,2.0827076355671426,-1.9262241693240412,10.383081420306155
85.0,0.01169647755382604,0.15791946835278553,0.08857993610644042,1790.2002048583622,0.9150037822585665,0.1996630809815046,-0.030047135074893015,25.232325880670544
87.0,-0.0018601117904606386,0.0026299045001363383,0.0013870520088837194,1058.8743007398098,0.5412098532241965,0.0030238307700526197,-0.002254038060376921,15.854680195035158
88.0,-0.1573695191724692,0.5850939926339052,0.009591733996645148,907.6205082242465,0.46390129753467085,0.5852178856065982,-0.15749341214516208,0.7400277901679715
91.0,0.18400495547337598,2.280513480165194,0.03777353870280064,411.6543042646848,0.2104039784840749,2.2811938386381887,0.18332459700038103,1.0318719349917558
94.0,0.5885632553534227,0.2773517627649649,0.3283217731264305,274.6616480837926,0.14038454813936596,0.796287022020455,0.06962799609793266,237.67913824182654
97.0,-1.4542631015392702,1.916724930564203,0.9637029163557147,1671.5593203944895,0.8543642751686128,2.172780138492822,-1.7103183094678893,14.879659415622172
100.0,-1.0279069969581982,1.5352764487604387,0.7477684968863219,1660.3966025570817,0.8486588076941962,1.7374755026069013,-1.2301060508046608,15.131109157268483
102.0,-0.013396238517218505,0.17454220759671504,0.017721558017352788,1564.553395625966,0.7996716069287378,0.17619865316743621,-0.015052684087939645,5.339958580098013
104.0,-0.058973805880086265,0.353704127690661,0.03600378304518665,1253.102561338194,0.6404834387073827,0.3568216996134891,-0.062091377802914315,4.948904389904271
113.0,0.5330462502736274,1.465416717373954,-0.48127307017925264,150.59541709900975,0.076972048077328,1.66927061705407,0.32919235059351126,337.04383412194613
115.0,0.01595161685641602,0.24401440305915031,0.0675884912072605,1649.965386995417,0.8433272242955491,0.26254002695919454,-0.0025740070436281615,15.32799870376374
118.0,0.05216205195929861,0.09051928959190997,0.010009050170536318,1809.5808291614724,0.9249095707238745,0.09297399010060542,0.04970735145060316,13.779709902051906
137.0,0.15767993206162542,0.015360360358536749,0.0042412821353907375,703.3239294482867,0.3594816120854235,0.15780621495138308,0.015234077468779085,268.29453939831336
139.0,1.7980157253736666,1.9464319612984469,0.06235613096185942,74.03184606733407,0.037839018773072976,1.9691523316150585,1.775295355057055,20.019952713377293
144.0,-0.3848985331662336,1.3185415970122534,0.7265842686588253,1627.290538691099,0.831737698216687,1.5863534737353482,-0.6527104098893286,20.23339463600317
